Municipios de 500 habitantes o más,Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total
38006 Arona,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,786
38006 Arona,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,398
38006 Arona,Hombres,Española,Educación superior,1-ene-23,741
38006 Arona,Hombres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,48
38006 Arona,Hombres,Española,No cursa estudios,1-ene-23,20586
38006 Arona,Hombres,Extranjera,Total,1-ene-23,15479
38006 Arona,Hombres,Extranjera,Educación primaria e inferior,1-ene-23,10
38006 Arona,Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-23,81
38006 Arona,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,252
38006 Arona,Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,135
38006 Arona,Hombres,Extranjera,Educación superior,1-ene-23,110
38006 Arona,Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,37
38006 Arona,Hombres,Extranjera,No cursa estudios,1-ene-23,14854
38007 Barlovento,Hombres,Española,Total,1-ene-23,843
38007 Barlovento,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,14
38007 Barlovento,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,17
38007 Barlovento,Hombres,Española,Educación superior,1-ene-23,47
38007 Barlovento,Hombres,Española,No cursa estudios,1-ene-23,762
38007 Barlovento,Hombres,Extranjera,Total,1-ene-23,66
38007 Barlovento,Hombres,Extranjera,No cursa estudios,1-ene-23,64
38008 Breña Alta,Hombres,Española,Total,1-ene-23,2897
38008 Breña Alta,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,13
38008 Breña Alta,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,91
38008 Breña Alta,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,63
38008 Breña Alta,Hombres,Española,Educación superior,1-ene-23,152
38008 Breña Alta,Hombres,Española,No cursa estudios,1-ene-23,2574
38008 Breña Alta,Hombres,Extranjera,Total,1-ene-23,228
38008 Breña Alta,Hombres,Extranjera,No cursa estudios,1-ene-23,216
38009 Breña Baja,Hombres,Española,Total,1-ene-23,2353
38009 Breña Baja,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,10
38009 Breña Baja,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,62
38009 Breña Baja,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,43
38009 Breña Baja,Hombres,Española,Educación superior,1-ene-23,108
38009 Breña Baja,Hombres,Española,No cursa estudios,1-ene-23,2128
38009 Breña Baja,Hombres,Extranjera,Total,1-ene-23,278
38009 Breña Baja,Hombres,Extranjera,No cursa estudios,1-ene-23,263
38010 Buenavista del Norte,Hombres,Española,Total,1-ene-23,1984
38010 Buenavista del Norte,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,20
38010 Buenavista del Norte,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,30
38010 Buenavista del Norte,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,26
38010 Buenavista del Norte,Hombres,Española,Educación superior,1-ene-23,51
38010 Buenavista del Norte,Hombres,Española,No cursa estudios,1-ene-23,1856
38010 Buenavista del Norte,Hombres,Extranjera,Total,1-ene-23,129
38010 Buenavista del Norte,Hombres,Extranjera,No cursa estudios,1-ene-23,125
38011 Candelaria,Hombres,Española,Total,1-ene-23,11125
38011 Candelaria,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,67
38011 Candelaria,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,385
38011 Candelaria,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,225
38011 Candelaria,Hombres,Española,Educación superior,1-ene-23,625
38011 Candelaria,Hombres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,24
38011 Candelaria,Hombres,Española,No cursa estudios,1-ene-23,9796
38011 Candelaria,Hombres,Extranjera,Total,1-ene-23,917
38011 Candelaria,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,17
38011 Candelaria,Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,9
38011 Candelaria,Hombres,Extranjera,Educación superior,1-ene-23,20
38011 Candelaria,Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,8
38011 Candelaria,Hombres,Extranjera,No cursa estudios,1-ene-23,861
38012 Fasnia,Hombres,Española,Total,1-ene-23,1315
38012 Fasnia,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,34
38012 Fasnia,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,21
38012 Fasnia,Hombres,Española,Educación superior,1-ene-23,55
38012 Fasnia,Hombres,Española,No cursa estudios,1-ene-23,1201
38012 Fasnia,Hombres,Extranjera,Total,1-ene-23,118
38012 Fasnia,Hombres,Extranjera,No cursa estudios,1-ene-23,113
38013 Frontera,Hombres,Española,Total,1-ene-23,1639
38013 Frontera,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,9
38013 Frontera,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,41
38013 Frontera,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,23
38013 Frontera,Hombres,Española,Educación superior,1-ene-23,64
38013 Frontera,Hombres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,5
38013 Frontera,Hombres,Española,No cursa estudios,1-ene-23,1496
38013 Frontera,Hombres,Extranjera,Total,1-ene-23,330
38013 Frontera,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,5
38013 Frontera,Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,7
38013 Frontera,Hombres,Extranjera,No cursa estudios,1-ene-23,310
38014 Fuencaliente de la Palma,Hombres,Española,Total,1-ene-23,713
38014 Fuencaliente de la Palma,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,19
38014 Fuencaliente de la Palma,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,7
38014 Fuencaliente de la Palma,Hombres,Española,Educación superior,1-ene-23,31
38014 Fuencaliente de la Palma,Hombres,Española,No cursa estudios,1-ene-23,652
38014 Fuencaliente de la Palma,Hombres,Extranjera,Total,1-ene-23,112
38014 Fuencaliente de la Palma,Hombres,Extranjera,No cursa estudios,1-ene-23,108
38015 Garachico,Hombres,Española,Total,1-ene-23,2074
38015 Garachico,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,15
38015 Garachico,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,58
38015 Garachico,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,38
38015 Garachico,Hombres,Española,Educación superior,1-ene-23,67
38015 Garachico,Hombres,Española,No cursa estudios,1-ene-23,1891
38015 Garachico,Hombres,Extranjera,Total,1-ene-23,156
38015 Garachico,Hombres,Extranjera,No cursa estudios,1-ene-23,148
38016 Garafía,Hombres,Española,Total,1-ene-23,646
38016 Garafía,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,7
38016 Garafía,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,10
38016 Garafía,Hombres,Española,Educación superior,1-ene-23,9
38016 Garafía,Hombres,Española,No cursa estudios,1-ene-23,617
38016 Garafía,Hombres,Extranjera,Total,1-ene-23,270
38016 Garafía,Hombres,Extranjera,No cursa estudios,1-ene-23,262
38017 Granadilla de Abona,Hombres,Española,Total,1-ene-23,17298
38017 Granadilla de Abona,Hombres,Española,Educación primaria e inferior,1-ene-23,7
38017 Granadilla de Abona,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,194
38017 Granadilla de Abona,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,642
38017 Granadilla de Abona,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,283
38017 Granadilla de Abona,Hombres,Española,Educación superior,1-ene-23,615
38017 Granadilla de Abona,Hombres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,30
38017 Granadilla de Abona,Hombres,Española,No cursa estudios,1-ene-23,15527
38017 Granadilla de Abona,Hombres,Extranjera,Total,1-ene-23,6248
38017 Granadilla de Abona,Hombres,Extranjera,Educación primaria e inferior,1-ene-23,8
38017 Granadilla de Abona,Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-23,42
38017 Granadilla de Abona,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,143
38017 Granadilla de Abona,Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,67
38017 Granadilla de Abona,Hombres,Extranjera,Educación superior,1-ene-23,78
38017 Granadilla de Abona,Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,30
38017 Granadilla de Abona,Hombres,Extranjera,No cursa estudios,1-ene-23,5880
"38018 Guancha, La",Hombres,Española,Total,1-ene-23,2224
"38018 Guancha, La",Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,17
"38018 Guancha, La",Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,65
"38018 Guancha, La",Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,31
"38018 Guancha, La",Hombres,Española,Educación superior,1-ene-23,82
"38018 Guancha, La",Hombres,Española,No cursa estudios,1-ene-23,2028
"38018 Guancha, La",Hombres,Extranjera,Total,1-ene-23,142
"38018 Guancha, La",Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,5
"38018 Guancha, La",Hombres,Extranjera,Educación superior,1-ene-23,5
"38018 Guancha, La",Hombres,Extranjera,No cursa estudios,1-ene-23,130
38019 Guía de Isora,Hombres,Española,Total,1-ene-23,7360
38019 Guía de Isora,Hombres,Española,Educación primaria e inferior,1-ene-23,7
38019 Guía de Isora,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,50
38019 Guía de Isora,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,223
38019 Guía de Isora,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,106
38019 Guía de Isora,Hombres,Española,Educación superior,1-ene-23,277
38019 Guía de Isora,Hombres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,11
38019 Guía de Isora,Hombres,Española,No cursa estudios,1-ene-23,6686
38019 Guía de Isora,Hombres,Extranjera,Total,1-ene-23,2387
38019 Guía de Isora,Hombres,Extranjera,Educación primaria e inferior,1-ene-23,6
38019 Guía de Isora,Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-23,7
38019 Guía de Isora,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,40
38019 Guía de Isora,Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,16
38019 Guía de Isora,Hombres,Extranjera,Educación superior,1-ene-23,19
38019 Guía de Isora,Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,8
38019 Guía de Isora,Hombres,Extranjera,No cursa estudios,1-ene-23,2291
38020 Güímar,Hombres,Española,Total,1-ene-23,8538
38020 Güímar,Hombres,Española,Educación primaria e inferior,1-ene-23,7
38020 Güímar,Hombres,Española,Primera etapa de Educación Secundaria y similar,1-ene-23,65
38020 Güímar,Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,217
38020 Güímar,Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,186
38020 Güímar,Hombres,Española,Educación superior,1-ene-23,365
38020 Güímar,Hombres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,12
38020 Güímar,Hombres,Española,No cursa estudios,1-ene-23,7686
38020 Güímar,Hombres,Extranjera,Total,1-ene-23,669
38020 Güímar,Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-23,7
38020 Güímar,Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-23,7
38020 Güímar,Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-23,17
38020 Güímar,Hombres,Extranjera,Educación superior,1-ene-23,6
